feature,importance
Total Charges_5278.15,0.0001501108053723652
Total Charges_75.9,0.0001497259450956113
Total Charges_167.3,0.00014862074985539582
Total Charges_327.45,0.00014832279623962674
Total Charges_74.95,0.00014775372411317785
Total Charges_365.65,0.0001471996363116709
Total Charges_5508.35,0.00014691765717832997
Total Charges_55.2,0.00014690870693235807
Total Charges_1384.75,0.0001464405458931147
Total Charges_923.5,0.0001457946889158894
Total Charges_462.8,0.00014540085512235537
Total Charges_58.15,0.0001453616719881072
Total Charges_1743.5,0.0001451088382150108
Total Charges_2659.4,0.0001448353456297673
Total Charges_727.8,0.00014450838968543502
Total Charges_45.05,0.00014431877525324872
Total Charges_2874.15,0.00014420559663904005
Total Charges_1046.5,0.00014417083300734198
Total Charges_257.05,0.00014368098499312955
Total Charges_1565.7,0.00014332665457388938
Total Charges_1327.15,0.0001422513065677172
Total Charges_174.8,0.0001417503259768771
Total Charges_76.4,0.0001415575945552901
Total Charges_331.3,0.00014102754890329194
Total Charges_2812.2,0.0001405027464863394
Total Charges_4134.85,0.00014034501391344751
Total Charges_526.7,0.0001401088487478359
Total Charges_3541.35,0.00013928364327084038
Total Charges_1115.2,0.00013906509301892585
Total Charges_3160.55,0.00013858670566242767
Total Charges_106.55,0.0001369332430273573
Total Charges_4783.5,0.000136450789356372
Total Charges_669.85,0.00013629001018982979
Total Charges_4533.9,0.00013622533020381272
Total Charges_354.05,0.00013621140074129663
Total Charges_108.7,0.00013586999781339492
Total Charges_503.6,0.0001347401748735612
Total Charges_892.65,0.00013443493945701013
Total Charges_1133.65,0.00013413206101202713
Total Charges_2180.55,0.00013352140724574597
Total Charges_77.15,0.00013328542491107884
Total Charges_1375.15,0.00013280525792495253
Total Charges_5121.3,0.0001317814072714193
Total Charges_2331.3,0.0001304583037622125
Total Charges_2250.65,0.0001294118714851662
Total Charges_644.35,0.0001289820251477257
Total Charges_223.45,0.00012882153958403405
Total Charges_159.45,0.00012814417676039873
Total Charges_305.1,0.0001263783434109329
Total Charges_1716.45,0.0001254561721932028
Total Charges_2303.35,0.00012504427763927362
Total Charges_338.1,0.0001249107142765383
Total Charges_262.05,0.00012379720740375414
Total Charges_5610.7,0.0001233314497757566
Total Charges_973.45,0.0001230004952095428
Total Charges_1269.55,0.00012278805860631696
Total Charges_95,0.0001222307186185829
Total Charges_100.25,0.0001220747765513052
Total Charges_1174.35,0.0001214701634521727
Total Charges_420.2,0.00012142835644940447
Total Charges_1281,0.00012119981544939304
Total Charges_328.95,0.00012089945012193703
Total Charges_4364.1,0.00012060518354317976
Total Charges_1820.45,0.00012033065386388885
Total Charges_7372.65,0.00011966567846508624
Total Charges_178.1,0.00011963202297196767
Total Charges_338.9,0.00011929299158603286
Total Charges_1345.55,0.00011927512118500364
Total Charges_712.85,0.00011904381922865412
Total Charges_5916.45,0.00011898159341913381
Total Charges_7532.15,0.00011894389773193621
Total Charges_134.35,0.00011840750271536044
Total Charges_50.6,0.00011612354493521812
Total Charges_632.95,0.00011573246653874056
Total Charges_1210.4,0.00011559985291280388
Total Charges_2435.15,0.00011515945194569123
Total Charges_347.4,0.0001150357033657415
Total Charges_1660,0.00011471106454971738
Total Charges_25.1,0.00011465622114668104
Total Charges_268.35,0.00011441499997067131
Total Charges_3019.25,0.00011391534730424904
Total Charges_2804.45,0.00011304385015852363
Total Charges_47.5,0.00011298452999567814
Total Charges_453.4,0.00011288545865915436
Total Charges_3198.6,0.00011182547721558162
Total Charges_567.45,0.00011164413185096576
Total Charges_531,0.00011135315253074009
Total Charges_1505.85,0.00011116963649102733
Total Charges_172.85,0.00011111179822730617
Total Charges_1072,0.00011106139303780449
Total Charges_2868.05,0.00011092385123000839
Total Charges_934.1,0.00011045731585058436
Total Charges_273.2,0.00010988279099849029
Total Charges_76,0.00010957606432073409
Total Charges_56.25,0.00010929638246906777
Total Charges_716.1,0.00010822785318642818
Total Charges_2710.25,0.00010778130968514057
Total Charges_415.55,0.0001073327044720381
Total Charges_1364.3,0.00010674009936312021
Total Charges_272.2,0.00010648800948812502
Total Charges_1587.55,0.00010643134667688616
Total Charges_185.55,0.0001054991638520413
Total Charges_205.05,0.00010475420355290124
Total Charges_1029.75,0.00010423719145693827
Total Charges_70.6,0.0001041891234548513
Total Charges_5435.6,0.00010351724139225161
Total Charges_5124.6,0.00010330369014978304
Total Charges_149.55,0.0001029384080037395
Total Charges_3046.05,0.00010260052300843224
Total Charges_131.65,0.0001024123580372761
Total Charges_187.45,0.00010233517324053806
Total Charges_201.1,0.00010187287288983094
Total Charges_2012.7,0.00010168313793388734
Total Charges_246.5,0.00010163156379659398
Total Charges_19.65,0.00010147973536220916
Total Charges_3937.45,0.00010015404196094282
Total Charges_305.55,9.952452818030681e-05
Total Charges_1415.55,9.932624621469584e-05
Total Charges_350.3,9.92769749685903e-05
Total Charges_216.9,9.923230868158497e-05
Total Charges_3959.35,9.889518651180827e-05
Total Charges_1993.8,9.876252025313254e-05
Total Charges_74.35,9.870980450961415e-05
Total Charges_413.65,9.860939930110102e-05
Total Charges_1261,9.851852333091778e-05
Total Charges_2728.6,9.825863360429928e-05
Total Charges_113.35,9.777808000589804e-05
Total Charges_2862.75,9.758333116660102e-05
Total Charges_2566.5,9.758160439856605e-05
Total Charges_324.25,9.689381491567674e-05
Total Charges_145.15,9.667374459761238e-05
Total Charges_1148.1,9.66217984900707e-05
Total Charges_658.95,9.651091873755604e-05
Total Charges_4913.3,9.561872544735036e-05
Total Charges_135,9.478030551638352e-05
Total Charges_1145.7,9.467436580772296e-05
Total Charges_60.1,9.466217481005555e-05
Total Charges_1178.4,9.395174055402497e-05
Total Charges_79.7,9.361742131582608e-05
Total Charges_181.1,9.322834698658993e-05
Total Charges_50.45,9.246871031980698e-05
Total Charges_3351.55,9.239897294145058e-05
Total Charges_3418.2,9.227217656069548e-05
Total Charges_2248.05,9.198794238887909e-05
Total Charges_2265.25,9.179472304129673e-05
Total Charges_627.4,9.115813949571585e-05
Total Charges_3436.1,9.107539269830853e-05
Total Charges_5551.15,9.106474420668508e-05
Total Charges_1929.35,9.040104674114855e-05
Total Charges_592.65,9.030460206353162e-05
Total Charges_25.3,9.030281503045346e-05
Total Charges_990.9,9.009814692634577e-05
Total Charges_70.9,9.003057257146363e-05
Total Charges_2537,8.996338121393873e-05
Total Charges_399.6,8.992568154420346e-05
Total Charges_3184.25,8.943226204310977e-05
Total Charges_74.4,8.939763565621107e-05
Total Charges_1127.2,8.934974193063871e-05
Total Charges_4259.3,8.915726732483069e-05
Total Charges_3014.65,8.910762529717177e-05
Total Charges_73.65,8.883597268538787e-05
Total Charges_1172.95,8.877673718637579e-05
Total Charges_553,8.868696378036563e-05
Total Charges_242.05,8.850746338493653e-05
Total Charges_1426.75,8.822090874808257e-05
Total Charges_3092.65,8.801765086627069e-05
Total Charges_3588.4,8.759062716736506e-05
Total Charges_371.9,8.748461733115652e-05
Total Charges_853.1,8.747709828309323e-05
Total Charges_6375.2,8.689661028778415e-05
Total Charges_4059.35,8.662710731521849e-05
Total Charges_1511.2,8.659456631015851e-05
Total Charges_659.35,8.647696120821849e-05
Total Charges_1676.95,8.59519798740867e-05
Total Charges_79.9,8.574973191967428e-05
Total Charges_593.75,8.547381182557524e-05
Total Charges_289.3,8.542230101854652e-05
Total Charges_8109.8,8.464588763580243e-05
Total Charges_255.25,8.462312728669096e-05
Total Charges_3365.85,8.434525032519065e-05
Total Charges_3554.6,8.428603652837421e-05
Total Charges_346.4,8.425682576797032e-05
Total Charges_4159.45,8.361071631964362e-05
Total Charges_1329.2,8.334356079777967e-05
Total Charges_4350.1,8.255629766703031e-05
Total Charges_1066.9,8.247671828072048e-05
Total Charges_1931.75,8.214093947419849e-05
Total Charges_1037.75,8.167728130106568e-05
Total Charges_108.15,8.065886736380872e-05
Total Charges_378.4,8.062903685995257e-05
Total Charges_900.5,8.029918664837915e-05
Total Charges_3309.25,8.014479096805665e-05
Total Charges_79.1,7.966016351486317e-05
Total Charges_5885.4,7.939155601021095e-05
Total Charges_4740,7.938456517942263e-05
Total Charges_672.55,7.909974163678779e-05
Total Charges_231.8,7.876250799693681e-05
Total Charges_162.45,7.821810468602319e-05
Total Charges_2854.55,7.81982977610048e-05
Total Charges_4687.9,7.819146833239124e-05
Total Charges_573.75,7.813364021881593e-05
Total Charges_474.8,7.796078757223486e-05
Total Charges_75.35,7.704757092047902e-05
Total Charges_3563.8,7.690839627105742e-05
Total Charges_7101.5,7.685635763047308e-05
Total Charges_86.6,7.678269103535189e-05
Total Charges_69.4,7.670349723694083e-05
Total Charges_233.7,7.667137758441869e-05
Total Charges_97.1,7.663535013770042e-05
Total Charges_1639.3,7.620896664966548e-05
Total Charges_42.9,7.60667720973895e-05
Total Charges_863.1,7.506414365363117e-05
Total Charges_916.75,7.50308378556955e-05
Total Charges_608.15,7.49999122622786e-05
Total Charges_5069.65,7.39252532717106e-05
Total Charges_48.6,7.392300851627482e-05
Total Charges_4990.25,7.389874746687656e-05
Total Charges_434.1,7.378514431875809e-05
Total Charges_446.05,7.369177184013321e-05
Total Charges_1111.65,7.319885028936686e-05
Total Charges_6254.2,7.278224698163676e-05
Total Charges_80.35,7.277976128274292e-05
Total Charges_4186.3,7.232685377203525e-05
Total Charges_186.3,7.187674786769936e-05
Total Charges_593.45,7.106841445311326e-05
Total Charges_85.45,7.094848957433387e-05
Total Charges_2933.2,7.088002268023678e-05
Total Charges_1527.5,7.065356099998501e-05
Total Charges_2274.9,7.002518739856854e-05
Total Charges_89.15,6.983821386082546e-05
Total Charges_93.55,6.954976171455967e-05
Total Charges_3409.6,6.85451410928469e-05
Total Charges_1614.7,6.853004848265273e-05
Total Charges_69.7,6.842697268440477e-05
Total Charges_19.7,6.834868051389619e-05
Total Charges_3522.65,6.801926551259553e-05
Total Charges_6215.35,6.783778678894198e-05
Total Charges_164.85,6.774286766136805e-05
Total Charges_4398.15,6.772123615012507e-05
Total Charges_3036.75,6.750533422828742e-05
Total Charges_1201.15,6.736744777899987e-05
Total Charges_1284.2,6.733475231246348e-05
Total Charges_2122.45,6.718632557048698e-05
Total Charges_3941.7,6.705904863132699e-05
Total Charges_101.65,6.690965959407737e-05
Total Charges_302.75,6.674095996507493e-05
Total Charges_188.7,6.613233313270063e-05
Total Charges_2431.35,6.601209742522738e-05
Total Charges_1834.95,6.600825463800902e-05
Total Charges_1422.1,6.508704843422845e-05
Total Charges_3474.05,6.500760781807132e-05
Total Charges_5283.95,6.471184175507306e-05
Total Charges_384.5,6.439942770393488e-05
Total Charges_24.25,6.434415596716481e-05
Total Charges_829.1,6.428903676072398e-05
Total Charges_1359.45,6.415828063220047e-05
Total Charges_4837.6,6.415228686424108e-05
Total Charges_1301,6.351647657473399e-05
Total Charges_1033.9,6.348304297852292e-05
Total Charges_620.55,6.340644959477795e-05
Total Charges_780.5,6.278955705471124e-05
Total Charges_330.05,6.263476866664574e-05
Total Charges_5149.5,6.260320838222284e-05
Total Charges_141.5,6.245841366575397e-05
Total Charges_87.3,6.227707139386382e-05
Total Charges_3473.4,6.224784549104243e-05
Total Charges_71.65,6.207828425873242e-05
Total Charges_331.9,6.206907273278662e-05
Total Charges_196.95,6.197611769940672e-05
Total Charges_365.4,6.172760526689433e-05
Total Charges_2460.35,6.138668499203245e-05
Total Charges_520,6.128350757563445e-05
Total Charges_839.65,6.123790174223542e-05
Total Charges_5438.95,6.093305582972104e-05
Total Charges_4065,6.0661837730752356e-05
Total Charges_809.75,6.0091223771866994e-05
Total Charges_1235.55,6.000040701600076e-05
Total Charges_2068.55,5.98215450357167e-05
Total Charges_3326.2,5.951551616540603e-05
Total Charges_196.9,5.9160624091989814e-05
Total Charges_612.1,5.820968666390335e-05
Total Charges_742.95,5.807396343479894e-05
Total Charges_5589.3,5.807351851486434e-05
Total Charges_6496.15,5.7737338363156815e-05
Total Charges_5969.95,5.7237228535121905e-05
Total Charges_1111.85,5.6727139432395826e-05
Total Charges_390.85,5.665445577670292e-05
Total Charges_3017.65,5.642887876174877e-05
Total Charges_2365.15,5.62885115443367e-05
Total Charges_321.9,5.6213871831334894e-05
Total Charges_256.75,5.591354894761023e-05
Total Charges_5941.05,5.5878854858667845e-05
Total Charges_331.85,5.583149685411767e-05
Total Charges_962.9,5.5821081833767586e-05
Total Charges_2934.3,5.574899883002503e-05
Total Charges_345.5,5.547663564529887e-05
Total Charges_151.8,5.538649835691509e-05
Total Charges_2716.3,5.537684277661694e-05
Total Charges_546.45,5.5161921505131387e-05
Total Charges_1340.1,5.497936230474346e-05
Total Charges_1789.25,5.491221177488902e-05
Total Charges_2391.8,5.483276164602663e-05
Total Charges_4018.55,5.4546446839859834e-05
Total Charges_4744.35,5.44553455635458e-05
Total Charges_45.6,5.4102738114266103e-05
Total Charges_912,5.369653130682506e-05
Total Charges_1221.65,5.2880959565775256e-05
Total Charges_43.8,5.271030276357271e-05
Total Charges_1219.85,5.257779579535015e-05
Total Charges_383.65,5.257354332517356e-05
Total Charges_1238.45,5.250333203604628e-05
Total Charges_820.5,5.247130640717302e-05
Total Charges_6981.35,5.226682671478816e-05
Total Charges_1064.65,5.205749701530177e-05
Total Charges_19.3,5.106113889625535e-05
Total Charges_385,5.086502542645714e-05
Total Charges_5360.75,5.066114440324729e-05
Total Charges_308.25,5.0060728076219755e-05
Total Charges_914,4.9742306214196875e-05
Total Charges_2638.1,4.93557985869162e-05
Total Charges_25.2,4.931061662007553e-05
Total Charges_4853.75,4.920648504135535e-05
Total Charges_2171.15,4.913394832919135e-05
Total Charges_45.85,4.9082937299590294e-05
Total Charges_381.3,4.898075122666407e-05
Total Charges_339.9,4.894695875541316e-05
Total Charges_2467.1,4.884999551648325e-05
Total Charges_3865.6,4.865833141327146e-05
Total Charges_2745.7,4.857465298682446e-05
Total Charges_30.5,4.847129985149033e-05
Total Charges_461.7,4.810587730855433e-05
Total Charges_1936.85,4.806638451265556e-05
Total Charges_3875.4,4.7784356113283734e-05
Total Charges_1032,4.776383936021124e-05
Total Charges_2896.6,4.760550623896915e-05
Total Charges_1445.3,4.679558903647993e-05
Total Charges_1215.65,4.67148735926252e-05
Total Charges_4747.2,4.661178542013356e-05
Total Charges_3229.4,4.653545198182691e-05
Total Charges_5574.75,4.648789412440332e-05
